Lp.;Nr_umowy;Data poczatku okresu ubezpieczenia;Data konca okresu ubezpieczenia;SU_v_PML;Odnow;Adres_Ulica_i_numer;Adres_Kod_pocztowy;Adres_Miasto;Adres_Wojewodztwo;Adres_Kraj;ReasekuracjaO;ReasekuracjaF
1181;M10242833804;17.08.2021;16.08.2022;280000;TAK;Marchołta 55a;31-416;Kraków;małopolskie;Polska;1,2;
1182;M1024284810;12.05.2021;11.05.2022;160000;TAK;Parkowa 35;71-634;Szczecin;zachodniopomorskie;Polska;1,2;
1183;M10242930404;20.07.2021;19.07.2022;250000;TAK;Edwarda Wittiga 7;03-188;Warszawa;mazowieckie;Polska;1,2;
1184;M1024307910;01.06.2021;31.05.2022;260000;TAK;Bronisława Pietraszewicza Lota 5;02-790;Warszawa;mazowieckie;Polska;1,2;
1185;M10243094704;02.08.2021;01.08.2022;305000;TAK;Macieja Dębskiego 54;30-499;Kraków;małopolskie;Polska;1,2;
1186;M10243570004;20.07.2021;19.07.2022;298000;TAK;Dywizjonu 303 149A;01-470;Warszawa;mazowieckie;Polska;1,2;
1187;M1024366010;29.07.2021;28.07.2022;420000;TAK;Kwiatowa 28;47-400;Racibórz;śląskie;Polska;1,2;
1188;M10244536104;20.07.2021;19.07.2022;324376;TAK;ks. kard. Stefana Wyszyńskiego 83;94-050;Łódź;łódzkie;Polska;1,2;
1189;M10244543304;08.09.2021;07.09.2022;500000;TAK;Bernardyńska 4a;02-904;Warszawa;mazowieckie;Polska;1,2;
1190;M10244551304;01.08.2021;31.07.2022;500000;TAK;Zamkowa 8;17-100;Bielsk Podlaski;podlaskie;Polska;1,2;
1191;M10244554504;01.10.2021;30.09.2022;510000;TAK;Kłobucka 23e;02-699;Warszawa;mazowieckie;Polska;1,2;
1192;M1024506210;25.05.2021;24.05.2022;300000;TAK;Pajdaka Antoniego 7;03-134;Warszawa;mazowieckie;Polska;1,2;
1193;M1024509610;13.05.2021;12.05.2022;400000;TAK;Motyli 6;05-830;Kajetany;mazowieckie;Polska;1,2;
1194;M10245113104;01.08.2021;31.07.2022;150000;TAK;Hutników 8A;59-220;Legnica;dolnośląskie;Polska;1,2;
1195;M1024515610;06.05.2021;05.05.2022;190000;TAK;Zawiszy Czarnego 13;68-200;Żary;lubuskie;Polska;1,2;
1196;M1024523710;10.05.2021;09.05.2022;250000;TAK;Jana Kiepury 11;58-506;Jelenia Góra;dolnośląskie;Polska;1,2;
1197;M1024526210;15.05.2021;14.05.2022;324000;TAK;Zielone Zacisze 1;03-294;Warszawa;mazowieckie;Polska;1,2;
1198;M1024538410;16.05.2021;15.05.2022;740000;TAK;Szamocin 34a;03-002;Warszawa;mazowieckie;Polska;1,2;
1199;M1024542910;14.06.2021;13.06.2022;540000;TAK;Halin 7;05-502;Kamionka;mazowieckie;Polska;1,2;
1200;M1024549810;03.10.2021;02.10.2022;1020000;TAK;Kwiatowa 2;32-300;Olkusz;małopolskie;Polska;1,2;
1201;M1024571510;12.06.2021;11.06.2022;420000;TAK;Siedleckiego 1D;84-120;Władysławowo;pomorskie;Polska;1,2;
1202;M1024665310;03.06.2021;02.06.2022;320000;TAK;Słowackiego 5;44-340;Łaziska;śląskie;Polska;1,2;
1203;M1024679610;01.06.2021;31.05.2022;420000;TAK;Jana Szanieckiego 76;51-692;Wrocław;dolnośląskie;Polska;1,2;
1204;M1024699910;04.08.2021;03.08.2022;640000;TAK;Kwatery Głównej 46c;04-294;Warszawa;mazowieckie;Polska;1,2;
1205;M10247013104;19.08.2021;18.08.2022;435000;TAK;Radosna 14;89-400;Sępólno Krajeńskie;kujawsko-pomorskie;Polska;1,2;
1206;M10247019604;21.07.2021;20.07.2022;130000;TAK;Piastowskie 9;77-300;Człuchów;pomorskie;Polska;1,2;
1207;M10247096604;26.07.2021;25.07.2022;360000;TAK;Jaśkowice Legnickie 26A;59-216;Jaśkowice Legnickie;dolnośląskie;Polska;1,2;
1208;M1024729110;18.05.2021;17.05.2022;760000;TAK;Bazyliowa 12;86-005;Zielonka;kujawsko-pomorskie;Polska;1,2;
1209;M1024765010;04.08.2021;03.08.2022;390000;TAK;Płatnerska 9;04-473;Warszawa;mazowieckie;Polska;1,2;
1210;M10248024104;13.08.2021;12.08.2022;370000;TAK;Kolejowa 6c;44-351;Turza Śląska;śląskie;Polska;1,2;
1211;M1024880810;01.05.2021;30.04.2022;260000;TAK;Dokerska 15;54-142;Wrocław;dolnośląskie;Polska;1,2;
1212;M10248821304;24.07.2021;23.07.2022;388000;TAK;Sokoła 3f;05-500;Zgorzała;mazowieckie;Polska;1,2;
1213;M10249630004;21.07.2021;20.07.2022;1030000;TAK;Głogowa 8;05-540;Ustanów;mazowieckie;Polska;1,2;
1214;M10249654604;21.07.2021;20.07.2022;446000;TAK;Plastusia 2;15-156;Białystok;podlaskie;Polska;1,2;
1215;M10249757304;24.07.2021;23.07.2022;220000;TAK;Gościeszowice 79A;67-312;Gościeszowice;lubuskie;Polska;1,2;
1216;M10249872004;27.07.2021;26.07.2022;456000;TAK;Narcyzowa 21;22-100;Chełm;lubelskie;Polska;1,2;
1217;M10249906804;27.07.2021;26.07.2022;510000;TAK;Legionów 112G;81-472;Gdynia;pomorskie;Polska;1,2;
1218;M10249910504;20.07.2021;19.07.2022;410000;TAK;Aleksandra Prystora 4c;02-497;Warszawa;mazowieckie;Polska;1,2;
1219;M10249917304;01.08.2021;31.07.2022;300000;TAK;Generała Okulickiego 70;46-200;Kluczbork;opolskie;Polska;1,2;
1220;M10249927904;21.07.2021;20.07.2022;120000;TAK;Władysława Łokietka 12B;41-106;Siemianowice Śląskie;śląskie;Polska;1,2;
1221;M10250733404;21.07.2021;20.07.2022;170000;TAK;Solidarności 6;96-200;Rawa Mazowiecka;łódzkie;Polska;1,2;
1222;M10252488604;21.07.2021;20.07.2022;270000;TAK;Aleja Wilanowska 93;02-765;Warszawa;mazowieckie;Polska;1,2;
1223;M10252498004;09.09.2021;08.09.2022;210000;TAK;Nałkowskich 103;20-470;Lublin;lubelskie;Polska;1,2;
1224;M10252509104;25.07.2021;24.07.2022;420000;TAK;Bociania 17;12-200;Pisz;warmińsko-mazurskie;Polska;1,2;
1225;M10252753004;24.07.2021;23.07.2022;260000;TAK;Sulmierzycka 6;02-139;Warszawa;mazowieckie;Polska;1,2;
1226;M10252755804;17.08.2021;16.08.2022;515000;TAK;Piotrkowska 44;97-570;Przedbórz;łódzkie;Polska;1,2;
1227;M10252792804;05.08.2021;04.08.2022;164000;TAK;Długoszyn 27;69-200;Długoszyn;lubuskie;Polska;1,2;
1228;M10252794804;21.07.2021;20.07.2022;170000;TAK;Kwiatowa 48;84-242;Luzino;pomorskie;Polska;1,2;
1229;M10253818904;25.07.2021;24.07.2022;360000;TAK;Wczasów 16;12-220;Ruciane-Nida;warmińsko-mazurskie;Polska;1,2;
1230;M10253946404;21.07.2021;20.07.2022;200000;TAK;Głęboka działka 389/3;64-234;Przemęt;wielkopolskie;Polska;1,2;
1231;M10254071504;26.07.2021;25.07.2022;465000;TAK;Artura Grottgera 1A;41-711;Ruda Śląska;śląskie;Polska;1,2;
1232;M10254091504;17.08.2021;16.08.2022;320000;TAK;42 Pułku Piechoty 72B;15-181;Białystok;podlaskie;Polska;1,2;
1233;M10254683704;23.07.2021;22.07.2022;360000;TAK;Józefa Sowińskiego 4;20-040;Lublin;lubelskie;Polska;1,2;
1234;M1025474910;14.06.2021;13.06.2022;730000;TAK;Wiktorii Wiedeńskiej 9a;02-954;Warszawa;mazowieckie;Polska;1,2;
1235;M1025487910;26.05.2021;25.05.2022;450000;TAK;Ożarowska 25;05-850;Ożarów Mazowiecki;mazowieckie;Polska;1,2;
1236;M10254944904;21.07.2021;20.07.2022;150000;TAK;Pomorska 17;14-300;Morąg;warmińsko-mazurskie;Polska;1,2;
1237;M10255100304;23.07.2021;22.07.2022;340000;TAK;Marzanny 10;02-649;Warszawa;mazowieckie;Polska;1,2;
1238;M10255108304;24.07.2021;23.07.2022;515000;TAK;Składowa 5;62-081;Przeźmierowo;wielkopolskie;Polska;1,2;
1239;M10255697904;20.08.2021;19.08.2022;370000;TAK;Skalmierzycka 65;62-800;Kalisz;wielkopolskie;Polska;1,2;
1240;M10255712104;22.07.2021;21.07.2022;420000;TAK;Krośnicka 73;46-053;Daniec;opolskie;Polska;1,2;
1241;M10256073404;25.07.2021;24.07.2022;425000;TAK;Jodłowa 21B;05-806;Granica;mazowieckie;Polska;1,2;
1242;M1025612510;23.05.2021;22.05.2022;200000;TAK;Meksykańska 6;03-948;Warszawa;mazowieckie;Polska;1,2;
1243;M10256381804;06.08.2021;05.08.2022;232000;TAK;Jabłoniowa 17B;80-175;Gdańsk;pomorskie;Polska;1,2;
1244;M10256416804;01.08.2021;31.07.2022;265000;TAK;Światowida 58;03-144;Warszawa;mazowieckie;Polska;1,2;
1245;M10256553404;02.08.2021;01.08.2022;210000;TAK;Stefana Czarnieckiego 2e;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;
1246;M10256656304;05.08.2021;04.08.2022;180000;TAK;Srebrzyńska 45;91-082;Łódź;łódzkie;Polska;1,2;
1247;M10256684704;12.08.2021;11.08.2022;310000;TAK;Maciejkowa 9;71-784;Szczecin;zachodniopomorskie;Polska;1,2;
1248;M1025671210;29.05.2021;28.05.2022;540000;TAK;Józefa Chełmońskiego 11;02-495;Warszawa;mazowieckie;Polska;1,2;
1249;M1025691410;26.05.2021;25.05.2022;540000;TAK;Dzięciołów 13;43-316;Bielsko-Biała;śląskie;Polska;1,2;
1250;M1025699410;18.05.2021;17.05.2022;452000;TAK;Jarocińska 1;04-171;Warszawa;mazowieckie;Polska;1,2;
1251;M10257055704;21.07.2021;20.07.2022;310000;TAK;Julianowska 42;05-500;Piaseczno;mazowieckie;Polska;1,2;
1252;M1025742710;15.05.2021;14.05.2022;400000;TAK;Adama Mickiewicza 8;80-425;Gdańsk;pomorskie;Polska;1,2;
1253;M1025743710;15.05.2021;14.05.2022;710000;TAK;Henryka Hubertusa Jabłońskiego 16;80-766;Gdańsk;pomorskie;Polska;1,2;
1254;M10258184904;02.08.2021;01.08.2022;450000;TAK;Obrońców Tobruku 27;01-494;Warszawa;mazowieckie;Polska;1,2;
1255;M10258199104;01.09.2021;31.08.2022;250000;TAK;Bukowska 223/2;62-070;Konarzewo;wielkopolskie;Polska;1,2;
1256;M10258204704;06.08.2021;05.08.2022;170000;TAK;Turkusowa 7;97-400;Bełchatów;łódzkie;Polska;1,2;
1257;M10258251704;26.07.2021;25.07.2022;490000;TAK;Bolesława Chrobrego 41;60-681;Poznań;wielkopolskie;Polska;1,2;
1258;M1025875110;27.05.2021;26.05.2022;520000;TAK;Urocza (Wesoła) 90c;05-075;Warszawa;mazowieckie;Polska;1,2;
1259;M10259925104;28.07.2021;27.07.2022;470000;TAK;Wolności 12A;55-095;Mirków;dolnośląskie;Polska;1,2;
1260;M10261532504;22.07.2021;21.07.2022;270000;TAK;Składkowskiego 11B;41-250;Czeladź;śląskie;Polska;1,2;
1261;M10261536004;24.07.2021;23.07.2022;260000;TAK;Wesoła 5;16-315;Lipsk;podlaskie;Polska;1,2;
1262;M10261660704;22.07.2021;21.07.2022;170000;TAK;Dąbrowa Białogardzka 21;78-331;Dąbrowa Białogardzka;zachodniopomorskie;Polska;1,2;
1263;M10261876404;31.07.2021;30.07.2022;160000;TAK;Na Popielówkę 69D;32-087;Zielonki;małopolskie;Polska;1,2;
1264;M10261878404;22.07.2021;21.07.2022;1050000;TAK;Jarosława Iwaszkiewicza 7B;52-211;Wrocław;dolnośląskie;Polska;1,2;
1265;M10262263304;24.07.2021;23.07.2022;155000;TAK;Juliusza Słowackiego 18;17-100;Bielsk Podlaski;podlaskie;Polska;1,2;
1266;M10262267104;13.08.2021;12.08.2022;276100;TAK;Zacisze 28;08-110;Żelków-Kolonia;mazowieckie;Polska;1,2;
1267;M10262815304;04.08.2021;03.08.2022;715280;TAK;Ostatnia 13;62-080;Tarnowo Podgórne;wielkopolskie;Polska;1,2;
1268;M10263261204;22.07.2021;21.07.2022;90000;TAK;Wojska Polskiego 4;88-190;Barcin;kujawsko-pomorskie;Polska;1,2;
1269;M10263438404;22.07.2021;21.07.2022;110000;TAK;Pakoska 26;88-190;Barcin;kujawsko-pomorskie;Polska;1,2;
1270;M10263507103;11.04.2021;10.04.2022;230000;TAK;Żaków 4e;66-200;Świebodzin;lubuskie;Polska;1,2;
1271;M10263509904;04.08.2021;03.08.2022;160000;TAK;Sędomierska 6;05-300;Mińsk Mazowiecki;mazowieckie;Polska;1,2;
1272;M10263806904;24.07.2021;23.07.2022;240000;TAK;gen. Władysława Sikorskiego 8;97-200;Tomaszów Mazowiecki;łódzkie;Polska;1,2;
1273;M1026385110;07.05.2021;06.05.2022;560000;TAK;Szkolna 35 F;05-552;Mroków;mazowieckie;Polska;1,2;
1274;M10263937604;24.07.2021;23.07.2022;140000;TAK;gen. Władysława Sikorskiego 2;97-200;Tomaszów Mazowiecki;łódzkie;Polska;1,2;
1275;M1026410710;01.06.2021;31.05.2022;120000;TAK;Potocka 35;01-631;Warszawa;mazowieckie;Polska;1,2;
1276;M1026422110;05.05.2021;04.05.2022;370000;TAK;Siostrzana 17;53-031;Wrocław;dolnośląskie;Polska;1,2;
1277;M1026426310;09.05.2021;08.05.2022;60000;TAK;H. Sienkiewicza 33a;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;
1278;M1026446010;05.05.2021;04.05.2022;250000;TAK;Żelazna 76;53-429;Wrocław;dolnośląskie;Polska;1,2;
1279;M1026452810;01.06.2021;31.05.2022;160000;TAK;Raabego 9;02-793;Warszawa;mazowieckie;Polska;1,2;
1280;M1026453310;01.06.2021;31.05.2022;320000;TAK;Ziołowa 24 C;03-021;Warszawa;mazowieckie;Polska;1,2;
1281;M10264540104;01.08.2021;31.07.2022;260000;TAK;Kazimierza Kuratowskiego 2;02-747;Warszawa;mazowieckie;Polska;1,2;
1282;M10264552104;25.07.2021;24.07.2022;330000;TAK;Chylońska 11;81-064;Gdynia;pomorskie;Polska;1,2;
1283;M10264553404;19.08.2021;18.08.2022;170000;TAK;Jana Kochanowskiego 5;08-500;Ryki;lubelskie;Polska;1,2;
1284;M10264564004;22.07.2021;21.07.2022;60000;TAK;Legionów 73;86-300;Grudziądz;kujawsko-pomorskie;Polska;1,2;
1285;M1026471910;24.07.2021;23.07.2022;560000;TAK;Agawy 32B;43-382;Bielsko-Biała;śląskie;Polska;1,2;
1286;M10264727604;22.07.2021;21.07.2022;409000;TAK;Stróża 1016;32-431;Stróża;małopolskie;Polska;1,2;
1287;M10264792704;22.07.2021;21.07.2022;105000;TAK;Kościuszki 16;78-300;Świdwin;zachodniopomorskie;Polska;1,2;
1288;M10265178704;22.07.2021;21.07.2022;165000;TAK;Ostrowiecka 8;27-530;Ożarów;świętokrzyskie;Polska;1,2;
1289;M10265576404;27.08.2021;26.08.2022;510000;TAK;Astronautów 29;15-686;Białystok;podlaskie;Polska;1,2;
1290;M10265890104;22.07.2021;21.07.2022;630000;TAK;Cieplicka 30C;85-377;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;
1291;M10266063804;22.07.2021;21.07.2022;115000;TAK;Przełajowa 12;94-044;Łódź;łódzkie;Polska;1,2;
1292;M10266154904;22.07.2021;21.07.2022;220000;TAK;Mikorowo 8a;76-243;Mikorowo;pomorskie;Polska;1,2;
1293;M10266618104;22.07.2021;21.07.2022;396000;TAK;Polna 6;22-175;Dorohusk-Osada;lubelskie;Polska;1,2;
1294;M10266666904;24.07.2021;23.07.2022;500000;TAK;Pelikana 8;72-344;Rewal;zachodniopomorskie;Polska;1,2;
1295;M10266920904;22.07.2021;21.07.2022;150000;TAK;Legionów 21;62-510;Konin;wielkopolskie;Polska;1,2;
1296;M10267554604;02.08.2021;01.08.2022;140000;TAK;Hiacyntowa 14;62-561;Różopole;wielkopolskie;Polska;1,2;
1297;M10267565004;30.07.2021;29.07.2022;170000;TAK;Marcina Dragana 5;80-807;Gdańsk;pomorskie;Polska;1,2;
1298;M1026760310;11.05.2021;10.05.2022;725000;TAK;Stary Imielnik 1A;95-010;Stryków;łódzkie;Polska;1,2;
1299;M10267788904;04.08.2021;03.08.2022;324000;TAK;Żeglugi Wiślanej 16a;03-043;Warszawa;mazowieckie;Polska;1,2;
1300;M10267795604;08.08.2021;07.08.2022;250000;TAK;Legnicka 14A;59-241;Koskowice;dolnośląskie;Polska;1,2;
1301;M10267799404;01.08.2021;31.07.2022;420000;TAK;Longinusa 21;05-500;Piaseczno;mazowieckie;Polska;1,2;
1302;M10267800204;05.08.2021;04.08.2022;220000;TAK;Kazimierza Pułaskiego 1;98-100;Łask;łódzkie;Polska;1,2;
1303;M10268862104;02.08.2021;01.08.2022;1075000;TAK;Łąkowa 12;32-800;Brzesko;małopolskie;Polska;1,2;
1304;M10268872804;22.07.2021;21.07.2022;500000;TAK;Piłsudskiego 71;42-500;Będzin;śląskie;Polska;1,2;
1305;M10268884304;09.08.2021;08.08.2022;330000;TAK;Grobla 5;86-021;Bożenkowo;kujawsko-pomorskie;Polska;1,2;
1306;M10269424604;23.07.2021;22.07.2022;90000;TAK;Mikołaja Kopernika 4;18-100;Łapy;podlaskie;Polska;1,2;
1307;M1026952110;30.06.2021;29.06.2022;540000;TAK;Górczewska 228d;01-460;Warszawa;mazowieckie;Polska;1,2;
1308;M10269984404;25.07.2021;24.07.2022;340000;TAK;Anastazego Kowalczyka 1c;03-193;Warszawa;mazowieckie;Polska;1,2;
1309;M10269986004;25.07.2021;24.07.2022;600000;TAK;Prymasa Augusta Hlonda 2;02-972;Warszawa;mazowieckie;Polska;1,2;
1310;M10269997904;10.09.2021;09.09.2022;180000;TAK;Powstańców 89a;48-120;Baborów;opolskie;Polska;1,2;
1311;M10270160604;11.08.2021;10.08.2022;510000;TAK;Stare Żegrze 81;61-249;Poznań;wielkopolskie;Polska;1,2;
1312;M10270426304;01.08.2021;31.07.2022;340000;TAK;Krzykawa 106;32-329;Krzykawa;małopolskie;Polska;1,2;
1313;M10270428204;25.07.2021;24.07.2022;610000;TAK;Kiwerska 12;01-682;Warszawa;mazowieckie;Polska;1,2;
1314;M10272352704;23.07.2021;22.07.2022;363480;TAK;Szymanowskiego 2;19-400;Olecko;warmińsko-mazurskie;Polska;1,2;
1315;M10272921304;06.08.2021;05.08.2022;280000;TAK;Koszarowa 4;08-110;Siedlce;mazowieckie;Polska;1,2;
1316;M10273096304;23.07.2021;22.07.2022;440000;TAK;Skoraszewice 54A;63-830;Skoraszewice;wielkopolskie;Polska;1,2;
1317;M1027351709;25.06.2021;24.06.2022;440000;TAK;Jana Matejki 77;44-310;Radlin;śląskie;Polska;1,2;
1318;M10274904004;23.07.2021;22.07.2022;275000;TAK;Sznurki 125c;83-324;Sznurki;pomorskie;Polska;1,2;
1319;M10276360404;11.08.2021;10.08.2022;360000;TAK;Polna 30;05-806;Nowa Wieś;mazowieckie;Polska;1,2;
1320;M10276381704;24.07.2021;23.07.2022;460000;TAK;Bogucicka 57;30-898;Kraków;małopolskie;Polska;1,2;
1321;M10276490104;31.07.2021;30.07.2022;310000;TAK;Diamentowa 4;26-026;Morawica;świętokrzyskie;Polska;1,2;
1322;M10277207204;26.08.2021;25.08.2022;1060000;TAK;Kordiana 23;04-451;Warszawa;mazowieckie;Polska;1,2;
1323;M10278810404;03.08.2021;02.08.2022;380000;TAK;Pawia 7;05-500;Piaseczno;mazowieckie;Polska;1,2;
1324;M1027886610;15.07.2021;14.07.2022;540000;TAK;Europejska 115;02-964;Warszawa;mazowieckie;Polska;1,2;
1325;M1027972610;14.05.2021;13.05.2022;310000;TAK;Jerzego Zaruby 12;02-796;Warszawa;mazowieckie;Polska;1,2;
1326;M1028008410;20.05.2021;19.05.2022;440000;TAK;Szczepana Grzeszczyka 8;02-122;Warszawa;mazowieckie;Polska;1,2;
1327;M1028145310;24.05.2021;23.05.2022;130000;TAK;Stanisława Ignacego Witkiewicza 38;71-122;Szczecin;zachodniopomorskie;Polska;1,2;
1328;M10282554904;25.07.2021;24.07.2022;447000;TAK;Litomska 25;53-641;Wrocław;dolnośląskie;Polska;1,2;
1329;M10282562704;25.07.2021;24.07.2022;175000;TAK;Lutek 16/8;11-015;Lutek;warmińsko-mazurskie;Polska;1,2;
1330;M10283210304;25.07.2021;24.07.2022;410000;TAK;Tadeusza Makowskiego 6A;62-510;Konin;wielkopolskie;Polska;1,2;
1331;M10284676804;27.07.2021;26.07.2022;420000;TAK;Józefa Ignacego Kraszewskiego 14;15-025;Białystok;podlaskie;Polska;1,2;
1332;M1028598410;01.06.2021;31.05.2022;523001,22;TAK;Głębocka 96;03-287;Warszawa;mazowieckie;Polska;1,2;
1333;M10286519304;19.12.2021;18.12.2022;170000;TAK;Gabrieli Zapolskiej 14;85-149;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;
1334;M10288469104;02.08.2021;01.08.2022;160000;TAK;Topolowa 26;41-303;Dąbrowa Górnicza;śląskie;Polska;1,2;
1335;M10288542104;25.07.2021;24.07.2022;330000;TAK;Północna 17;18-100;Łapy;podlaskie;Polska;1,2;
1336;M1028886810;05.09.2021;04.09.2022;490000;TAK;Turkusowa 8;05-825;Odrano-Wola;mazowieckie;Polska;1,2;
1337;M1028915210;12.05.2021;11.05.2022;550000;TAK;Mazowiecka 100E;05-300;Targówka;mazowieckie;Polska;1,2;
1338;M1028916510;01.06.2021;31.05.2022;170000;TAK;Jana Skrzyneckiego 12;04-563;Warszawa;mazowieckie;Polska;1,2;
1339;M1028921110;08.06.2021;07.06.2022;360000;TAK;Zachodnia 4;05-502;Piaseczno;mazowieckie;Polska;1,2;
1340;M10289295104;25.07.2021;24.07.2022;645000;TAK;Kokoszki 8A;62-330;Kokoszki;wielkopolskie;Polska;1,2;
1341;M10289458504;02.08.2021;01.08.2022;510000;TAK;Zacisze 7;87-800;Włocławek;kujawsko-pomorskie;Polska;1,2;
1342;M10289512904;25.07.2021;24.07.2022;525000;TAK;Stanisława Moniuszki 8a;65-409;Zielona Góra;lubuskie;Polska;1,2;
1343;M10289529404;25.07.2021;24.07.2022;410000;TAK;Bochotnica-Kolonia 53;24-150;Bochotnica-Kolonia;lubelskie;Polska;1,2;
1344;M10289542104;25.07.2021;24.07.2022;170000;TAK;Spółdzielców 1c;64-020;Czempiń;wielkopolskie;Polska;1,2;
1345;M10289554804;25.07.2021;24.07.2022;1030000;TAK;Adama Mickiewicza 48;34-436;Maniowy;małopolskie;Polska;1,2;
1346;M10289652504;25.07.2021;24.07.2022;420000;TAK;Kornela Makuszyńskiego 5;41-218;Sosnowiec;śląskie;Polska;1,2;
1347;M10289661704;25.07.2021;24.07.2022;270000;TAK;Bezpieczna 49;51-114;Wrocław;dolnośląskie;Polska;1,2;
1348;M10289665304;01.08.2021;31.07.2022;400000;TAK;Ludwika Michała Paca 21;04-361;Warszawa;mazowieckie;Polska;1,2;
1349;M10289671404;01.08.2021;31.07.2022;390000;TAK;Solna 7;97-400;Bełchatów;łódzkie;Polska;1,2;
1350;M10289672004;01.08.2021;31.07.2022;375000;TAK;Kredowa 3;97-400;Bełchatów;łódzkie;Polska;1,2;
1351;M1028980010;05.09.2021;04.09.2022;470000;TAK;Żółwińska 30a;05-807;Owczarnia;mazowieckie;Polska;1,2;
1352;M1029067010;10.05.2021;09.05.2022;370000;TAK;Aleksandra Gajkowicza 15;03-562;Warszawa;mazowieckie;Polska;1,2;
1353;M10290696104;25.07.2021;24.07.2022;120000;TAK;Mogileńska 43;88-170;Pakość;kujawsko-pomorskie;Polska;1,2;
1354;M1029076410;28.05.2021;27.05.2022;70000;TAK;Ksawerów 23a;02-656;Warszawa;mazowieckie;Polska;1,2;
1355;M1029089710;25.05.2021;24.05.2022;150000;TAK;Jana III Sobieskiego 6a;63-900;Rawicz;wielkopolskie;Polska;1,2;
1356;M10291044504;27.07.2021;26.07.2022;390000;TAK;Szymona Askenazego 9;03-580;Warszawa;mazowieckie;Polska;1,2;
1357;M1029118410;11.05.2021;10.05.2022;170000;TAK;Tysiąclecia 1;40-873;Katowice;śląskie;Polska;1,2;
1358;M10291261704;23.08.2021;22.08.2022;315000;TAK;Willowa 6;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;
1359;M10291378704;27.07.2021;26.07.2022;220000;TAK;Pszczelińska 99B;05-840;Brwinów;mazowieckie;Polska;1,2;
1360;M10291443604;25.07.2021;24.07.2022;260000;TAK;11 Listopada 67;88-300;Mogilno;kujawsko-pomorskie;Polska;1,2;
1361;M10291776404;25.07.2021;24.07.2022;240000;TAK;Łąkowa 20;41-219;Sosnowiec;śląskie;Polska;1,2;
1362;M10292713304;31.07.2021;30.07.2022;170000;TAK;Skrzatów 5;20-633;Lublin;lubelskie;Polska;1,2;
1363;M10292729704;20.08.2021;19.08.2022;227000;TAK;Ojca Maksymiliana Kolbe 2;64-920;Piła;wielkopolskie;Polska;1,2;
1364;M10292729804;16.09.2021;15.09.2022;400000;TAK;Przerąbkowska 10;05-830;Wolica;mazowieckie;Polska;1,2;
1365;M10292730704;27.07.2021;26.07.2022;465000;TAK;Przedwiośnie 11;58-100;Świdnica;dolnośląskie;Polska;1,2;
1366;M10292737904;02.08.2021;01.08.2022;730000;TAK;Twarda 44;00-831;Warszawa;mazowieckie;Polska;1,2;
1367;M10292738704;10.08.2021;09.08.2022;80000;TAK;Gliniana 23;50-525;Wrocław;dolnośląskie;Polska;1,2;
1368;M10292817004;15.10.2021;14.10.2022;550000;TAK;Konwaliowa 6a/2;63-004;Gowarzewo;wielkopolskie;Polska;1,2;
1369;M10292817504;29.07.2021;28.07.2022;120000;TAK;Antoniego Chołoniewskiego 4a;85-127;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;
1370;M1029282510;20.06.2021;19.06.2022;720000;TAK;Aleja Komisji Edukacji Narodowej 47;02-797;Warszawa;mazowieckie;Polska;1,2;
1371;M10292829304;29.07.2021;28.07.2022;260000;TAK;Chabrowa 62;81-079;Gdynia;pomorskie;Polska;1,2;
1372;M10294030804;31.07.2021;30.07.2022;225000;TAK;Lotnicza 8;05-090;Raszyn;mazowieckie;Polska;1,2;
1373;M10294208704;25.07.2021;24.07.2022;550000;TAK;Sroczyn 1;62-280;Sroczyn;wielkopolskie;Polska;1,2;
1374;M10294250904;01.08.2021;31.07.2022;350000;TAK;gen. Lucjana Żeligowskiego 43d;90-644;Łódź;łódzkie;Polska;1,2;
1375;M1029487310;01.06.2021;31.05.2022;575000;TAK;Drawska 16;02-202;Warszawa;mazowieckie;Polska;1,2;
1376;M1029517210;12.05.2021;11.05.2022;500000;TAK;Os.Przyjaźni 2;61-679;Poznań;wielkopolskie;Polska;1,2;
1377;M10295414404;06.10.2021;05.10.2022;1020000;TAK;Agawy (Wesoła) 32;05-077;Warszawa;mazowieckie;Polska;1,2;
1378;M10295833204;13.08.2021;12.08.2022;560000;TAK;Józefa Piłsudskiego 27 b;05-091;Ząbki;mazowieckie;Polska;1,2;
1379;M10295835504;26.07.2021;25.07.2022;205000;TAK;Ignacego Daszyńskiego 2B;62-300;Września;wielkopolskie;Polska;1,2;
1380;M10295841004;01.08.2021;31.07.2022;670000;TAK;Jana Pawła II 3;72-100;Goleniów;zachodniopomorskie;Polska;1,2;
1381;M10295849104;14.08.2021;13.08.2022;170000;TAK;Górna Droga 2;02-495;Warszawa;mazowieckie;Polska;1,2;
1382;M10295849504;14.08.2021;13.08.2022;660000;TAK;Przyczółkowa 320;02-962;Warszawa;mazowieckie;Polska;1,2;
1383;M10295851404;18.08.2021;17.08.2022;320000;TAK;Św. Stanisława 10;01-162;Warszawa;mazowieckie;Polska;1,2;
